article_id,status,category,primary_keyword,secondary_keywords,search_intent,working_title,slug,output_path,parent_hub,protected_intent_conflict,requires_sources,source_notes,internal_link_targets,commercial_link_target,author,planned_date,score,quality_status,last_checked,published_date,notes,batch_id
KN-0181,PLANNED,Kinh nghiệm,lộ trình chạy tối ven đường ở huyện hoài đức,lộ trình chạy tối ven đường ở huyện hoài đức,informational,Lộ trình chạy tối ven đường ở huyện Hoài Đức,kn-0181-lo-trinh-chay-toi-ven-duong-o-huyen-hoai-duc,cam-nang/kinh-nghiem/kn-0181-lo-trinh-chay-toi-ven-duong-o-huyen-hoai-duc.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-17,,,,,,BATCH-022
AT-0181,PLANNED,An toàn,mũ bảo hiểm trẻ em chọn thế nào,mũ bảo hiểm trẻ em chọn thế nào,informational,Mũ bảo hiểm trẻ em chọn thế nào,at-0181-mu-bao-hiem-tre-em-chon-the-nao,cam-nang/an-toan/at-0181-mu-bao-hiem-tre-em-chon-the-nao.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-18,,,,,,BATCH-022
XM-0181,PLANNED,Xe máy,dấu hiệu ắc quy xe máy điện cần thay,dấu hiệu ắc quy xe máy điện cần thay,informational,Dấu hiệu ắc quy xe máy điện cần thay,xm-0181-dau-hieu-ac-quy-xe-may-dien-can-thay,cam-nang/xe-may/xm-0181-dau-hieu-ac-quy-xe-may-dien-can-thay.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-19,,,,,,BATCH-022
DL-0181,PLANNED,Du lịch,săn mây ở tà xùa mùa nào bằng xe máy,săn mây ở tà xùa mùa nào bằng xe máy,informational,Săn mây ở Tà Xùa mùa nào bằng xe máy,dl-0181-san-may-o-ta-xua-mua-nao-bang-xe-may,cam-nang/du-lich/dl-0181-san-may-o-ta-xua-mua-nao-bang-xe-may.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-20,,,,,,BATCH-022
CD-0181,PLANNED,Cung đường,một ngày một đêm ở đền trần nam định có đủ không,một ngày một đêm ở đền trần nam định có đủ không,informational,Một ngày một đêm ở Đền Trần Nam Định có đủ không,cd-0181-mot-ngay-mot-dem-o-den-tran-nam-dinh-co-du-khong,cam-nang/cung-duong/cd-0181-mot-ngay-mot-dem-o-den-tran-nam-dinh-co-du-khong.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-21,,,,,,BATCH-022
HD-0181,PLANNED,Hỏi đáp,uống nước trên xe máy lúc nào được,uống nước trên xe máy lúc nào được,informational,Uống nước trên xe máy lúc nào được,hd-0181-uong-nuoc-tren-xe-may-luc-nao-duoc,cam-nang/hoi-dap/hd-0181-uong-nuoc-tren-xe-may-luc-nao-duoc.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-22,,,,,,BATCH-022
KN-0182,PLANNED,Kinh nghiệm,đỗ xe ăn tối ở huyện hoài đức nên chọn đâu,đỗ xe ăn tối ở huyện hoài đức nên chọn đâu,informational,Đỗ xe ăn tối ở huyện Hoài Đức nên chọn đâu,kn-0182-do-xe-an-toi-o-huyen-hoai-duc-nen-chon-dau,cam-nang/kinh-nghiem/kn-0182-do-xe-an-toi-o-huyen-hoai-duc-nen-chon-dau.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-23,,,,,,BATCH-022
AT-0182,PLANNED,An toàn,kinh nghiệm thay mũ bảo hiểm sau va chạm nhẹ,kinh nghiệm thay mũ bảo hiểm sau va chạm nhẹ,informational,Kinh nghiệm thay mũ bảo hiểm sau va chạm nhẹ,at-0182-kinh-nghiem-thay-mu-bao-hiem-sau-va-cham-nhe,cam-nang/an-toan/at-0182-kinh-nghiem-thay-mu-bao-hiem-sau-va-cham-nhe.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-24,,,,,,BATCH-022
XM-0182,PLANNED,Xe máy,sạc xe máy điện qua đêm có an toàn không,sạc xe máy điện qua đêm có an toàn không,informational,Sạc xe máy điện qua đêm có an toàn không,xm-0182-sac-xe-may-dien-qua-dem-co-an-toan-khong,cam-nang/xe-may/xm-0182-sac-xe-may-dien-qua-dem-co-an-toan-khong.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-25,,,,,,BATCH-022
DL-0182,PLANNED,Du lịch,bữa trưa ngon dọc đường đến tà xùa,bữa trưa ngon dọc đường đến tà xùa,informational,Bữa trưa ngon dọc đường đến Tà Xùa,dl-0182-bua-trua-ngon-doc-duong-den-ta-xua,cam-nang/du-lich/dl-0182-bua-trua-ngon-doc-duong-den-ta-xua.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-26,,,,,,BATCH-022
CD-0182,PLANNED,Cung đường,điểm check-in dọc cung đường đến đền trần nam định,điểm check-in dọc cung đường đến đền trần nam định,informational,Điểm check-in dọc cung đường đến Đền Trần Nam Định,cd-0182-diem-check-in-doc-cung-duong-den-den-tran-nam-dinh,cam-nang/cung-duong/cd-0182-diem-check-in-doc-cung-duong-den-den-tran-nam-dinh.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-27,,,,,,BATCH-022
HD-0182,PLANNED,Hỏi đáp,sử dụng tai nghe khi chạy xe máy có an toàn không,sử dụng tai nghe khi chạy xe máy có an toàn không,informational,Sử dụng tai nghe khi chạy xe máy có an toàn không,hd-0182-su-dung-tai-nghe-khi-chay-xe-may-co-an-toan-khong,cam-nang/hoi-dap/hd-0182-su-dung-tai-nghe-khi-chay-xe-may-co-an-toan-khong.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-28,,,,,,BATCH-022
KN-0183,PLANNED,Kinh nghiệm,chạy xe máy ở huyện đan phượng: kinh nghiệm tránh tắc đường,chạy xe máy ở huyện đan phượng: kinh nghiệm tránh tắc đường,informational,Chạy xe máy ở huyện Đan Phượng: kinh nghiệm tránh tắc đường,kn-0183-chay-xe-may-o-huyen-dan-phuong-kinh-nghiem-tranh-tac-duong,cam-nang/kinh-nghiem/kn-0183-chay-xe-may-o-huyen-dan-phuong-kinh-nghiem-tranh-tac-duong.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-01,,,,,,BATCH-022
AT-0183,PLANNED,An toàn,dây mũ bảo hiểm lỏng: tự siết được không,dây mũ bảo hiểm lỏng: tự siết được không,informational,Dây mũ bảo hiểm lỏng: tự siết được không,at-0183-day-mu-bao-hiem-long-tu-siet-duoc-khong,cam-nang/an-toan/at-0183-day-mu-bao-hiem-long-tu-siet-duoc-khong.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-02,,,,,,BATCH-022
XM-0183,PLANNED,Xe máy,đèn báo pin nhấp nháy nghĩa là gì,đèn báo pin nhấp nháy nghĩa là gì,informational,Đèn báo pin nhấp nháy nghĩa là gì,xm-0183-den-bao-pin-nhap-nhay-nghia-la-gi,cam-nang/xe-may/xm-0183-den-bao-pin-nhap-nhay-nghia-la-gi.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-03,,,,,,BATCH-022
DL-0183,PLANNED,Du lịch,chụp đêm ở tà xùa có đẹp không,chụp đêm ở tà xùa có đẹp không,informational,Chụp đêm ở Tà Xùa có đẹp không,dl-0183-chup-dem-o-ta-xua-co-dep-khong,cam-nang/du-lich/dl-0183-chup-dem-o-ta-xua-co-dep-khong.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-04,,,,,,BATCH-022
CD-0183,PLANNED,Cung đường,đường từ hà nội vào biển đồ sơn đoạn nào khó đi,đường từ hà nội vào biển đồ sơn đoạn nào khó đi,informational,Đường từ Hà Nội vào Biển Đồ Sơn đoạn nào khó đi,cd-0183-duong-tu-ha-noi-vao-bien-do-son-doan-nao-kho-di,cam-nang/cung-duong/cd-0183-duong-tu-ha-noi-vao-bien-do-son-doan-nao-kho-di.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-05,,,,,,BATCH-022
HD-0183,PLANNED,Hỏi đáp,nghe chỉ dẫn rẽ trên ứng dụng khi đang chạy xe,nghe chỉ dẫn rẽ trên ứng dụng khi đang chạy xe,informational,Nghe chỉ dẫn rẽ trên ứng dụng khi đang chạy xe,hd-0183-nghe-chi-dan-re-tren-ung-dung-khi-dang-chay-xe,cam-nang/hoi-dap/hd-0183-nghe-chi-dan-re-tren-ung-dung-khi-dang-chay-xe.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-06,,,,,,BATCH-022
KN-0184,PLANNED,Kinh nghiệm,bãi gửi xe an toàn gần chợ huyện đan phượng,bãi gửi xe an toàn gần chợ huyện đan phượng,informational,Bãi gửi xe an toàn gần chợ huyện Đan Phượng,kn-0184-bai-gui-xe-an-toan-gan-cho-huyen-dan-phuong,cam-nang/kinh-nghiem/kn-0184-bai-gui-xe-an-toan-gan-cho-huyen-dan-phuong.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-07,,,,,,BATCH-022
AT-0184,PLANNED,An toàn,lớp lót mũ bảo hiểm có giặt được không,lớp lót mũ bảo hiểm có giặt được không,informational,Lớp lót mũ bảo hiểm có giặt được không,at-0184-lop-lot-mu-bao-hiem-co-giat-duoc-khong,cam-nang/an-toan/at-0184-lop-lot-mu-bao-hiem-co-giat-duoc-khong.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-08,,,,,,BATCH-022
XM-0184,PLANNED,Xe máy,ắc quy mới cho xe máy điện: khi nào đáng thay,ắc quy mới cho xe máy điện: khi nào đáng thay,informational,Ắc quy mới cho xe máy điện: khi nào đáng thay,xm-0184-ac-quy-moi-cho-xe-may-dien-khi-nao-dang-thay,cam-nang/xe-may/xm-0184-ac-quy-moi-cho-xe-may-dien-khi-nao-dang-thay.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-09,,,,,,BATCH-023
DL-0184,PLANNED,Du lịch,chuyến sáng sớm đến cửa lò bằng xe máy,chuyến sáng sớm đến cửa lò bằng xe máy,informational,Chuyến sáng sớm đến Cửa Lò bằng xe máy,dl-0184-chuyen-sang-som-den-cua-lo-bang-xe-may,cam-nang/du-lich/dl-0184-chuyen-sang-som-den-cua-lo-bang-xe-may.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-10,,,,,,BATCH-023
CD-0184,PLANNED,Cung đường,kế hoạch 3 ngày 2 đêm ở biển đồ sơn cho người chạy xe,kế hoạch 3 ngày 2 đêm ở biển đồ sơn cho người chạy xe,informational,Kế hoạch 3 ngày 2 đêm ở Biển Đồ Sơn cho người chạy xe,cd-0184-ke-hoach-3-ngay-2-dem-o-bien-do-son-cho-nguoi-chay-xe,cam-nang/cung-duong/cd-0184-ke-hoach-3-ngay-2-dem-o-bien-do-son-cho-nguoi-chay-xe.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-11,,,,,,BATCH-023
HD-0184,PLANNED,Hỏi đáp,tránh đường có quá nhiều đèn đỏ,tránh đường có quá nhiều đèn đỏ,informational,Tránh đường có quá nhiều đèn đỏ,hd-0184-tranh-duong-co-qua-nhieu-den-do,cam-nang/hoi-dap/hd-0184-tranh-duong-co-qua-nhieu-den-do.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-12,,,,,,BATCH-023
KN-0185,PLANNED,Kinh nghiệm,chạy xe sáng cuối tuần quanh huyện đan phượng,chạy xe sáng cuối tuần quanh huyện đan phượng,informational,Chạy xe sáng cuối tuần quanh huyện Đan Phượng,kn-0185-chay-xe-sang-cuoi-tuan-quanh-huyen-dan-phuong,cam-nang/kinh-nghiem/kn-0185-chay-xe-sang-cuoi-tuan-quanh-huyen-dan-phuong.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-13,,,,,,BATCH-023
AT-0185,PLANNED,An toàn,chọn mũ bảo hiểm thông gió cho mùa hè hà nội,chọn mũ bảo hiểm thông gió cho mùa hè hà nội,informational,Chọn mũ bảo hiểm thông gió cho mùa hè Hà Nội,at-0185-chon-mu-bao-hiem-thong-gio-cho-mua-he-ha-noi,cam-nang/an-toan/at-0185-chon-mu-bao-hiem-thong-gio-cho-mua-he-ha-noi.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-14,,,,,,BATCH-023
XM-0185,PLANNED,Xe máy,xe máy điện phơi nắng lâu có sao không,xe máy điện phơi nắng lâu có sao không,informational,Xe máy điện phơi nắng lâu có sao không,xm-0185-xe-may-dien-phoi-nang-lau-co-sao-khong,cam-nang/xe-may/xm-0185-xe-may-dien-phoi-nang-lau-co-sao-khong.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-15,,,,,,BATCH-023
DL-0185,PLANNED,Du lịch,cuối thu đi cửa lò bằng xe máy có đẹp không,cuối thu đi cửa lò bằng xe máy có đẹp không,informational,Cuối thu đi Cửa Lò bằng xe máy có đẹp không,dl-0185-cuoi-thu-di-cua-lo-bang-xe-may-co-dep-khong,cam-nang/du-lich/dl-0185-cuoi-thu-di-cua-lo-bang-xe-may-co-dep-khong.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-16,,,,,,BATCH-023
CD-0185,PLANNED,Cung đường,nơi tiếp nước và nghỉ giải lao đi biển đồ sơn,nơi tiếp nước và nghỉ giải lao đi biển đồ sơn,informational,Nơi tiếp nước và nghỉ giải lao đi Biển Đồ Sơn,cd-0185-noi-tiep-nuoc-va-nghi-giai-lao-di-bien-do-son,cam-nang/cung-duong/cd-0185-noi-tiep-nuoc-va-nghi-giai-lao-di-bien-do-son.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-17,,,,,,BATCH-023
HD-0185,PLANNED,Hỏi đáp,giữ xe sạch khi đi đường mưa đất,giữ xe sạch khi đi đường mưa đất,informational,Giữ xe sạch khi đi đường mưa đất,hd-0185-giu-xe-sach-khi-di-duong-mua-dat,cam-nang/hoi-dap/hd-0185-giu-xe-sach-khi-di-duong-mua-dat.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-18,,,,,,BATCH-023
KN-0186,PLANNED,Kinh nghiệm,lộ trình chạy tối ven đường ở huyện đan phượng,lộ trình chạy tối ven đường ở huyện đan phượng,informational,Lộ trình chạy tối ven đường ở huyện Đan Phượng,kn-0186-lo-trinh-chay-toi-ven-duong-o-huyen-dan-phuong,cam-nang/kinh-nghiem/kn-0186-lo-trinh-chay-toi-ven-duong-o-huyen-dan-phuong.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-19,,,,,,BATCH-023
AT-0186,PLANNED,An toàn,mũ bảo hiểm fullface khi nào cần dùng,mũ bảo hiểm fullface khi nào cần dùng,informational,Mũ bảo hiểm fullface khi nào cần dùng,at-0186-mu-bao-hiem-fullface-khi-nao-can-dung,cam-nang/an-toan/at-0186-mu-bao-hiem-fullface-khi-nao-can-dung.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-20,,,,,,BATCH-023
XM-0186,PLANNED,Xe máy,bảo dưỡng định kỳ cho xe máy điện gồm những gì,bảo dưỡng định kỳ cho xe máy điện gồm những gì,informational,Bảo dưỡng định kỳ cho xe máy điện gồm những gì,xm-0186-bao-duong-dinh-ky-cho-xe-may-dien-gom-nhung-gi,cam-nang/xe-may/xm-0186-bao-duong-dinh-ky-cho-xe-may-dien-gom-nhung-gi.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-21,,,,,,BATCH-023
DL-0186,PLANNED,Du lịch,cà phê sáng ở cửa lò quán nào đẹp,cà phê sáng ở cửa lò quán nào đẹp,informational,Cà phê sáng ở Cửa Lò quán nào đẹp,dl-0186-ca-phe-sang-o-cua-lo-quan-nao-dep,cam-nang/du-lich/dl-0186-ca-phe-sang-o-cua-lo-quan-nao-dep.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-22,,,,,,BATCH-023
CD-0186,PLANNED,Cung đường,cung đường vòng qua yên tử có gì khác,cung đường vòng qua yên tử có gì khác,informational,Cung đường vòng qua Yên Tử có gì khác,cd-0186-cung-duong-vong-qua-yen-tu-co-gi-khac,cam-nang/cung-duong/cd-0186-cung-duong-vong-qua-yen-tu-co-gi-khac.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-23,,,,,,BATCH-023
HD-0186,PLANNED,Hỏi đáp,đi phượt nên xuất phát từ mấy giờ,đi phượt nên xuất phát từ mấy giờ,informational,Đi phượt nên xuất phát từ mấy giờ,hd-0186-di-phuot-nen-xuat-phat-tu-may-gio,cam-nang/hoi-dap/hd-0186-di-phuot-nen-xuat-phat-tu-may-gio.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-24,,,,,,BATCH-023
KN-0187,PLANNED,Kinh nghiệm,đỗ xe ăn tối ở huyện đan phượng nên chọn đâu,đỗ xe ăn tối ở huyện đan phượng nên chọn đâu,informational,Đỗ xe ăn tối ở huyện Đan Phượng nên chọn đâu,kn-0187-do-xe-an-toi-o-huyen-dan-phuong-nen-chon-dau,cam-nang/kinh-nghiem/kn-0187-do-xe-an-toi-o-huyen-dan-phuong-nen-chon-dau.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-25,,,,,,BATCH-023
AT-0187,PLANNED,An toàn,mũ bảo hiểm có kính chống sương mù,mũ bảo hiểm có kính chống sương mù,informational,Mũ bảo hiểm có kính chống sương mù,at-0187-mu-bao-hiem-co-kinh-chong-suong-mu,cam-nang/an-toan/at-0187-mu-bao-hiem-co-kinh-chong-suong-mu.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-26,,,,,,BATCH-023
XM-0187,PLANNED,Xe máy,xe máy điện kêu to hay êm hơn xe xăng,xe máy điện kêu to hay êm hơn xe xăng,informational,Xe máy điện kêu to hay êm hơn xe xăng,xm-0187-xe-may-dien-keu-to-hay-em-hon-xe-xang,cam-nang/xe-may/xm-0187-xe-may-dien-keu-to-hay-em-hon-xe-xang.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-27,,,,,,BATCH-023
DL-0187,PLANNED,Du lịch,khung cảnh đặc sắc nhất ở cửa lò,khung cảnh đặc sắc nhất ở cửa lò,informational,Khung cảnh đặc sắc nhất ở Cửa Lò,dl-0187-khung-canh-dac-sac-nhat-o-cua-lo,cam-nang/du-lich/dl-0187-khung-canh-dac-sac-nhat-o-cua-lo.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-28,,,,,,BATCH-023
CD-0187,PLANNED,Cung đường,lịch trình yên tử dành cho nhóm đi phượt,lịch trình yên tử dành cho nhóm đi phượt,informational,Lịch trình Yên Tử dành cho nhóm đi phượt,cd-0187-lich-trinh-yen-tu-danh-cho-nhom-di-phuot,cam-nang/cung-duong/cd-0187-lich-trinh-yen-tu-danh-cho-nhom-di-phuot.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-01,,,,,,BATCH-023
HD-0187,PLANNED,Hỏi đáp,chạy xe máy nên dừng nghỉ ở quán hay trạm dừng,chạy xe máy nên dừng nghỉ ở quán hay trạm dừng,informational,Chạy xe máy nên dừng nghỉ ở quán hay trạm dừng,hd-0187-chay-xe-may-nen-dung-nghi-o-quan-hay-tram-dung,cam-nang/hoi-dap/hd-0187-chay-xe-may-nen-dung-nghi-o-quan-hay-tram-dung.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-02,,,,,,BATCH-023
KN-0188,PLANNED,Kinh nghiệm,bãi gửi xe an toàn gần chợ huyện phúc thọ,bãi gửi xe an toàn gần chợ huyện phúc thọ,informational,Bãi gửi xe an toàn gần chợ huyện Phúc Thọ,kn-0188-bai-gui-xe-an-toan-gan-cho-huyen-phuc-tho,cam-nang/kinh-nghiem/kn-0188-bai-gui-xe-an-toan-gan-cho-huyen-phuc-tho.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-03,,,,,,BATCH-023
AT-0188,PLANNED,An toàn,giữ mũ bảo hiểm sạch sẽ định kỳ,giữ mũ bảo hiểm sạch sẽ định kỳ,informational,Giữ mũ bảo hiểm sạch sẽ định kỳ,at-0188-giu-mu-bao-hiem-sach-se-dinh-ky,cam-nang/an-toan/at-0188-giu-mu-bao-hiem-sach-se-dinh-ky.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-04,,,,,,BATCH-023
XM-0188,PLANNED,Xe máy,xe máy điện chạy trong mưa to được không,xe máy điện chạy trong mưa to được không,informational,Xe máy điện chạy trong mưa to được không,xm-0188-xe-may-dien-chay-trong-mua-to-duoc-khong,cam-nang/xe-may/xm-0188-xe-may-dien-chay-trong-mua-to-duoc-khong.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-05,,,,,,BATCH-023
DL-0188,PLANNED,Du lịch,lên kế hoạch đi thành phố vinh bằng xe máy trọn vẹn,lên kế hoạch đi thành phố vinh bằng xe máy trọn vẹn,informational,Lên kế hoạch đi Thành phố Vinh bằng xe máy trọn vẹn,dl-0188-len-ke-hoach-di-thanh-pho-vinh-bang-xe-may-tron-ven,cam-nang/du-lich/dl-0188-len-ke-hoach-di-thanh-pho-vinh-bang-xe-may-tron-ven.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-06,,,,,,BATCH-023
CD-0188,PLANNED,Cung đường,điểm dừng trưa trên đường đi yên tử,điểm dừng trưa trên đường đi yên tử,informational,Điểm dừng trưa trên đường đi Yên Tử,cd-0188-diem-dung-trua-tren-duong-di-yen-tu,cam-nang/cung-duong/cd-0188-diem-dung-trua-tren-duong-di-yen-tu.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-07,,,,,,BATCH-023
HD-0188,PLANNED,Hỏi đáp,nghỉ giải lao bao lâu một lần trên đường dài,nghỉ giải lao bao lâu một lần trên đường dài,informational,Nghỉ giải lao bao lâu một lần trên đường dài,hd-0188-nghi-giai-lao-bao-lau-mot-lan-tren-duong-dai,cam-nang/hoi-dap/hd-0188-nghi-giai-lao-bao-lau-mot-lan-tren-duong-dai.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-08,,,,,,BATCH-023
KN-0189,PLANNED,Kinh nghiệm,chạy xe sáng cuối tuần quanh huyện phúc thọ,chạy xe sáng cuối tuần quanh huyện phúc thọ,informational,Chạy xe sáng cuối tuần quanh huyện Phúc Thọ,kn-0189-chay-xe-sang-cuoi-tuan-quanh-huyen-phuc-tho,cam-nang/kinh-nghiem/kn-0189-chay-xe-sang-cuoi-tuan-quanh-huyen-phuc-tho.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-09,,,,,,BATCH-023
AT-0189,PLANNED,An toàn,chọn mũ bảo hiểm gọn nhẹ cho ngày nóng,chọn mũ bảo hiểm gọn nhẹ cho ngày nóng,informational,Chọn mũ bảo hiểm gọn nhẹ cho ngày nóng,at-0189-chon-mu-bao-hiem-gon-nhe-cho-ngay-nong,cam-nang/an-toan/at-0189-chon-mu-bao-hiem-gon-nhe-cho-ngay-nong.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-10,,,,,,BATCH-023
XM-0189,PLANNED,Xe máy,kiểm tra bộ sạc xe máy điện định kỳ,kiểm tra bộ sạc xe máy điện định kỳ,informational,Kiểm tra bộ sạc xe máy điện định kỳ,xm-0189-kiem-tra-bo-sac-xe-may-dien-dinh-ky,cam-nang/xe-may/xm-0189-kiem-tra-bo-sac-xe-may-dien-dinh-ky.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-11,,,,,,BATCH-023
